92,02/04/2019,21.00,29.00,8.00
93,03/04/2019,16.00,35.00,19.00
94,04/04/2019,20.00,36.00,16.00
95,05/04/2019,22.00,37.00,15.00
96,06/04/2019,20.00,36.00,16.00
97,07/04/2019,18.00,37.00,19.00
98,08/04/2019,18.00,35.00,17.00
99,09/04/2019,24.00,33.00,9.00
100,10/04/2019,17.00,36.00,19.00
101,11/04/2019,18.00,37.00,19.00
102,12/04/2019,16.00,37.00,21.00
103,13/04/2019,19.00,36.00,17.00
104,14/04/2019,18.00,35.00,17.00
105,15/04/2019,21.00,32.00,11.00
106,16/04/2019,19.00,36.00,17.00
107,17/04/2019,21.00,37.00,16.00
108,18/04/2019,19.00,35.00,16.00
109,19/04/2019,24.00,31.00,7.00
110,20/04/2019,17.00,32.00,15.00
111,21/04/2019,16.00,36.00,20.00
112,22/04/2019,17.00,37.00,20.00
113,23/04/2019,19.00,37.00,18.00
114,24/04/2019,21.00,38.00,17.00
115,25/04/2019,19.00,37.00,18.00
116,26/04/2019,25.00,32.00,7.00
117,27/04/2019,24.00,33.00,9.00
118,28/04/2019,22.00,38.00,16.00
119,29/04/2019,22.00,39.00,17.00
120,30/04/2019,21.00,37.00,16.00
121,01/05/2019,24.00,38.00,14.00
122,02/05/2019,25.00,37.00,12.00
123,03/05/2019,23.00,37.00,14.00
124,04/05/2019,22.00,38.00,16.00
125,05/05/2019,22.00,37.00,15.00
126,06/05/2019,21.00,37.00,16.00
127,07/05/2019,23.00,39.00,16.00
128,08/05/2019,22.00,37.00,15.00
129,09/05/2019,23.00,37.00,14.00
130,10/05/2019,23.00,37.00,14.00
131,11/05/2019,23.00,38.00,15.00
132,12/05/2019,22.00,37.00,15.00
133,13/05/2019,22.00,38.00,16.00
134,14/05/2019,25.00,37.00,12.00
135,15/05/2019,25.00,35.00,10.00
136,16/05/2019,26.00,36.00,10.00
137,17/05/2019,20.00,33.00,13.00
138,18/05/2019,21.00,34.00,13.00
139,19/05/2019,21.00,36.00,15.00
140,20/05/2019,20.00,35.00,15.00
141,21/05/2019,21.00,35.00,14.00
142,22/05/2019,23.00,35.00,12.00
143,23/05/2019,23.00,37.00,14.00
144,24/05/2019,22.00,35.00,13.00
145,25/05/2019,21.00,35.00,14.00
146,26/05/2019,23.00,35.00,12.00
147,27/05/2019,21.00,34.00,13.00
148,28/05/2019,21.00,33.00,12.00
149,29/05/2019,22.00,34.00,12.00
150,30/05/2019,22.00,30.00,8.00
151,31/05/2019,22.00,29.00,7.00
152,01/06/2019,22.00,26.00,4.00
153,02/06/2019,22.00,28.00,6.00
154,03/06/2019,23.00,32.00,9.00
155,04/06/2019,21.00,34.00,13.00
156,05/06/2019,23.00,33.00,10.00
157,06/06/2019,22.00,35.00,13.00
158,07/06/2019,23.00,35.00,12.00
159,08/06/2019,22.00,35.00,13.00
160,09/06/2019,24.00,37.00,13.00
161,10/06/2019,23.00,32.00,9.00
162,11/06/2019,23.00,32.00,9.00
163,12/06/2019,23.00,32.00,9.00
164,13/06/2019,21.00,31.00,10.00
165,14/06/2019,22.00,30.00,8.00
166,15/06/2019,23.00,32.00,9.00
167,16/06/2019,22.00,34.00,12.00
168,17/06/2019,22.00,34.00,12.00
169,18/06/2019,21.00,34.00,13.00
170,19/06/2019,23.00,34.00,11.00
171,20/06/2019,23.00,34.00,11.00
172,21/06/2019,21.00,34.00,13.00
173,22/06/2019,23.00,33.00,10.00
174,23/06/2019,21.00,32.00,11.00
175,24/06/2019,23.00,32.00,9.00
176,25/06/2019,22.00,33.00,11.00
177,26/06/2019,21.00,33.00,12.00
178,27/06/2019,21.00,33.00,12.00
179,28/06/2019,18.00,30.00,12.00
180,29/06/2019,20.00,29.00,9.00
181,30/06/2019,20.00,31.00,11.00
182,01/07/2019,22.00,32.00,10.00
183,02/07/2019,21.00,34.00,13.00
184,03/07/2019,23.00,32.00,9.00
185,04/07/2019,20.00,36.00,16.00
186,05/07/2019,20.00,34.00,14.00
187,06/07/2019,21.00,34.00,13.00
188,07/07/2019,21.00,34.00,13.00
189,08/07/2019,21.00,33.00,12.00
190,09/07/2019,21.00,31.00,10.00
191,10/07/2019,21.00,31.00,10.00
192,11/07/2019,20.00,32.00,12.00
193,12/07/2019,20.00,34.00,14.00
194,13/07/2019,20.00,31.00,11.00
195,14/07/2019,21.00,33.00,12.00
196,15/07/2019,22.00,34.00,12.00
197,16/07/2019,22.00,31.00,9.00
198,17/07/2019,21.00,33.00,12.00
199,18/07/2019,22.00,33.00,11.00
200,19/07/2019,20.00,32.00,12.00
201,20/07/2019,20.00,32.00,12.00
202,21/07/2019,21.00,32.00,11.00
203,22/07/2019,22.00,33.00,11.00
204,23/07/2019,21.00,34.00,13.00
205,24/07/2019,20.00,31.00,11.00
206,25/07/2019,21.00,33.00,12.00
207,26/07/2019,22.00,33.00,11.00
208,27/07/2019,21.00,34.00,13.00
209,28/07/2019,22.00,34.00,12.00
210,29/07/2019,22.00,32.00,10.00
211,30/07/2019,21.00,34.00,13.00
212,31/07/2019,20.00,33.00,13.00
213,01/08/2019,21.00,32.00,11.00
214,02/08/2019,22.00,34.00,12.00
215,03/08/2019,23.00,33.00,10.00
216,04/08/2019,22.00,34.00,12.00
217,05/08/2019,20.00,31.00,11.00
218,06/08/2019,22.00,33.00,11.00
219,07/08/2019,20.00,33.00,13.00
220,08/08/2019,23.00,33.00,10.00
221,09/08/2019,21.00,33.00,12.00
222,10/08/2019,21.00,32.00,11.00
223,11/08/2019,20.00,32.00,12.00
224,12/08/2019,19.00,32.00,13.00
225,13/08/2019,21.00,34.00,13.00
226,14/08/2019,21.00,34.00,13.00
227,15/08/2019,21.00,33.00,12.00
228,16/08/2019,21.00,32.00,11.00
229,17/08/2019,22.00,34.00,12.00
230,18/08/2019,21.00,33.00,12.00
231,19/08/2019,22.00,31.00,9.00
232,20/08/2019,22.00,31.00,9.00
233,21/08/2019,21.00,32.00,11.00
234,22/08/2019,22.00,33.00,11.00
235,23/08/2019,22.00,33.00,11.00
236,24/08/2019,22.00,33.00,11.00
237,25/08/2019,21.00,36.00,15.00
238,26/08/2019,21.00,34.00,13.00
239,27/08/2019,19.00,34.00,15.00
240,28/08/2019,21.00,34.00,13.00
241,29/08/2019,19.00,33.00,14.00
242,30/08/2019,20.00,33.00,13.00
243,31/08/2019,20.00,32.00,12.00
244,01/09/2019,22.00,32.00,10.00
245,02/09/2019,21.00,32.00,11.00
246,03/09/2019,19.00,32.00,13.00
247,04/09/2019,21.00,34.00,13.00
248,05/09/2019,19.00,35.00,16.00
249,06/09/2019,21.00,33.00,12.00
250,07/09/2019,19.00,31.00,12.00
251,08/09/2019,21.00,32.00,11.00
252,09/09/2019,22.00,34.00,12.00
253,10/09/2019,22.00,33.00,11.00
254,11/09/2019,22.00,30.00,8.00
255,12/09/2019,23.00,32.00,9.00
256,13/09/2019,23.00,32.00,9.00
257,14/09/2019,21.00,30.00,9.00
258,15/09/2019,23.00,32.00,9.00
259,16/09/2019,23.00,33.00,10.00
260,17/09/2019,22.00,32.00,10.00
261,18/09/2019,21.00,30.00,9.00
262,19/09/2019,22.00,33.00,11.00
263,20/09/2019,21.00,33.00,12.00
264,21/09/2019,21.00,30.00,9.00
265,22/09/2019,22.00,33.00,11.00
266,23/09/2019,23.00,32.00,9.00
267,24/09/2019,22.00,30.00,8.00
268,25/09/2019,21.00,32.00,11.00
269,26/09/2019,22.00,32.00,10.00
270,27/09/2019,22.00,33.00,11.00
271,28/09/2019,22.00,30.00,8.00
272,29/09/2019,22.00,27.00,5.00
273,30/09/2019,22.00,32.00,10.00
274,01/10/2019,22.00,31.00,9.00
275,02/10/2019,21.00,31.00,10.00
276,03/10/2019,21.00,31.00,10.00
277,04/10/2019,23.00,31.00,8.00
278,05/10/2019,22.00,31.00,9.00
279,06/10/2019,21.00,31.00,10.00
280,07/10/2019,23.00,30.00,7.00
281,08/10/2019,20.00,29.00,9.00
282,09/10/2019,22.00,32.00,10.00
283,10/10/2019,21.00,32.00,11.00
284,11/10/2019,22.00,32.00,10.00
285,12/10/2019,20.00,31.00,11.00
286,13/10/2019,21.00,31.00,10.00
287,14/10/2019,19.00,31.00,12.00
288,15/10/2019,21.00,29.00,8.00
289,16/10/2019,21.00,32.00,11.00
290,17/10/2019,20.00,31.00,11.00
291,18/10/2019,19.00,33.00,14.00
292,19/10/2019,19.00,32.00,13.00
293,20/10/2019,21.00,33.00,12.00
294,21/10/2019,21.00,32.00,11.00
295,22/10/2019,21.00,33.00,12.00
296,23/10/2019,20.00,29.00,9.00
297,24/10/2019,22.00,31.00,9.00
298,25/10/2019,22.00,31.00,9.00
299,26/10/2019,21.00,26.00,5.00
300,27/10/2019,19.00,27.00,8.00
301,28/10/2019,20.00,29.00,9.00
302,29/10/2019,20.00,31.00,11.00
303,30/10/2019,21.00,30.00,9.00
304,31/10/2019,21.00,30.00,9.00
305,01/11/2019,20.00,25.00,5.00
306,02/11/2019,18.00,27.00,9.00
307,03/11/2019,16.00,29.00,13.00
308,04/11/2019,19.00,29.00,10.00
309,05/11/2019,21.00,30.00,9.00
310,06/11/2019,19.00,31.00,12.00
311,07/11/2019,20.00,32.00,12.00
312,08/11/2019,21.00,30.00,9.00
313,09/11/2019,20.00,30.00,10.00
314,10/11/2019,16.00,30.00,14.00
315,11/11/2019,18.00,30.00,12.00
316,12/11/2019,19.00,29.00,10.00
317,13/11/2019,19.00,25.00,6.00
318,14/11/2019,19.00,28.00,9.00
319,15/11/2019,21.00,25.00,4.00
320,16/11/2019,21.00,26.00,5.00
321,17/11/2019,20.00,28.00,8.00
322,18/11/2019,16.00,28.00,12.00
323,19/11/2019,14.00,30.00,16.00
324,20/11/2019,15.00,30.00,15.00
325,21/11/2019,17.00,31.00,14.00
326,22/11/2019,19.00,32.00,13.00
327,23/11/2019,18.00,32.00,14.00
328,24/11/2019,18.00,31.00,13.00
329,25/11/2019,16.00,31.00,15.00
330,26/11/2019,17.00,33.00,16.00
331,27/11/2019,17.00,33.00,16.00
332,28/11/2019,19.00,32.00,13.00
333,29/11/2019,18.00,31.00,13.00
334,30/11/2019,18.00,31.00,13.00
335,01/12/2019,16.00,33.00,17.00
336,02/12/2019,17.00,31.00,14.00
337,03/12/2019,15.00,31.00,16.00
338,04/12/2019,14.00,31.00,17.00
339,05/12/2019,16.00,31.00,15.00
340,06/12/2019,17.00,32.00,15.00
341,07/12/2019,18.00,29.00,11.00
342,08/12/2019,17.00,30.00,13.00
343,09/12/2019,14.00,32.00,18.00
344,10/12/2019,15.00,33.00,18.00
345,11/12/2019,21.00,29.00,8.00
346,12/12/2019,21.00,26.00,5.00
347,13/12/2019,16.00,30.00,14.00
348,14/12/2019,16.00,31.00,15.00
349,15/12/2019,15.00,33.00,18.00
350,16/12/2019,16.00,33.00,17.00
351,17/12/2019,17.00,31.00,14.00
352,18/12/2019,19.00,24.00,5.00
353,19/12/2019,15.00,24.00,9.00
354,20/12/2019,16.00,27.00,11.00
355,21/12/2019,17.00,24.00,7.00
356,22/12/2019,20.00,25.00,5.00
357,23/12/2019,18.00,26.00,8.00
358,24/12/2019,12.00,28.00,16.00
359,25/12/2019,11.00,31.00,20.00
360,26/12/2019,13.00,33.00,20.00
361,27/12/2019,14.00,29.00,15.00
362,28/12/2019,12.00,32.00,20.00
363,29/12/2019,14.00,32.00,18.00
364,30/12/2019,13.00,32.00,19.00
365,31/12/2019,16.00,30.00,14.00
366,01/01/2020,19.00,32.00,13.00
367,02/01/2020,17.00,31.00,14.00
368,03/01/2020,16.00,31.00,15.00
369,04/01/2020,21.00,26.00,5.00
370,05/01/2020,17.00,26.00,9.00
371,06/01/2020,14.00,28.00,14.00
372,07/01/2020,14.00,26.00,12.00
373,08/01/2020,14.00,28.00,14.00
374,09/01/2020,13.00,30.00,17.00
375,10/01/2020,14.00,34.00,20.00
376,11/01/2020,15.00,35.00,20.00
377,12/01/2020,21.00,27.00,6.00
378,13/01/2020,18.00,32.00,14.00
379,14/01/2020,19.00,33.00,14.00
380,15/01/2020,18.00,33.00,15.00
381,16/01/2020,16.00,32.00,16.00
382,17/01/2020,19.00,28.00,9.00
383,18/01/2020,16.00,30.00,14.00
384,19/01/2020,18.00,29.00,11.00
385,20/01/2020,19.00,29.00,10.00
386,21/01/2020,19.00,26.00,7.00
387,22/01/2020,16.00,29.00,13.00
388,23/01/2020,13.00,33.00,20.00
389,24/01/2020,19.00,29.00,10.00
390,25/01/2020,16.00,31.00,15.00
391,26/01/2020,16.00,33.00,17.00
392,27/01/2020,14.00,33.00,19.00
393,28/01/2020,16.00,33.00,17.00
394,29/01/2020,14.00,33.00,19.00
395,30/01/2020,20.00,33.00,13.00
396,31/01/2020,16.00,35.00,19.00
397,01/02/2020,23.00,29.00,6.00
398,02/02/2020,19.00,28.00,9.00
399,03/02/2020,13.00,33.00,20.00
400,04/02/2020,16.00,35.00,19.00
401,05/02/2020,15.00,34.00,19.00
402,06/02/2020,15.00,34.00,19.00
403,07/02/2020,18.00,32.00,14.00
404,08/02/2020,17.00,34.00,17.00
405,09/02/2020,18.00,34.00,16.00
406,10/02/2020,14.00,35.00,21.00
407,11/02/2020,16.00,34.00,18.00
408,12/02/2020,18.00,35.00,17.00
409,13/02/2020,19.00,33.00,14.00
410,14/02/2020,22.00,28.00,6.00
411,15/02/2020,21.00,30.00,9.00
412,16/02/2020,16.00,34.00,18.00
413,17/02/2020,16.00,33.00,17.00
414,18/02/2020,15.00,35.00,20.00
415,19/02/2020,18.00,32.00,14.00
416,20/02/2020,18.00,34.00,16.00
417,21/02/2020,22.00,28.00,6.00
418,22/02/2020,19.00,29.00,10.00
419,23/02/2020,16.00,32.00,16.00
420,24/02/2020,14.00,35.00,21.00
421,25/02/2020,16.00,35.00,19.00
422,26/02/2020,16.00,33.00,17.00
423,27/02/2020,18.00,24.00,6.00
424,28/02/2020,15.00,27.00,12.00
425,29/02/2020,14.00,29.00,15.00
426,01/03/2020,12.00,35.00,23.00
427,02/03/2020,15.00,37.00,22.00
428,03/03/2020,16.00,36.00,20.00
429,04/03/2020,18.00,35.00,17.00
430,05/03/2020,15.00,30.00,15.00
431,06/03/2020,20.00,26.00,6.00
432,07/03/2020,18.00,28.00,10.00
433,08/03/2020,18.00,29.00,11.00
434,09/03/2020,20.00,32.00,12.00
435,10/03/2020,17.00,32.00,15.00
436,11/03/2020,18.00,32.00,14.00
437,12/03/2020,18.00,35.00,17.00
438,13/03/2020,19.00,36.00,17.00
439,14/03/2020,22.00,36.00,14.00
440,15/03/2020,22.00,34.00,12.00
441,16/03/2020,20.00,34.00,14.00
442,17/03/2020,20.00,35.00,15.00
443,18/03/2020,22.00,36.00,14.00
444,19/03/2020,23.00,37.00,14.00
445,20/03/2020,20.00,37.00,17.00
446,21/03/2020,20.00,34.00,14.00
447,22/03/2020,21.00,34.00,13.00
448,23/03/2020,20.00,37.00,17.00
449,24/03/2020,21.00,38.00,17.00
450,25/03/2020,20.00,38.00,18.00
451,26/03/2020,21.00,38.00,17.00
452,27/03/2020,21.00,38.00,17.00
453,28/03/2020,23.00,37.00,14.00
454,29/03/2020,22.00,37.00,15.00
455,30/03/2020,25.00,36.00,11.00
456,31/03/2020,21.00,36.00,15.00
457,01/04/2020,21.00,33.00,12.00
458,02/04/2020,22.00,36.00,14.00
459,03/04/2020,23.00,37.00,14.00
460,04/04/2020,21.00,38.00,17.00
461,05/04/2020,21.00,39.00,18.00
462,06/04/2020,23.00,38.00,15.00
463,07/04/2020,23.00,38.00,15.00
464,08/04/2020,22.00,40.00,18.00
465,09/04/2020,24.00,39.00,15.00
466,10/04/2020,21.00,40.00,19.00
467,11/04/2020,24.00,39.00,15.00
468,12/04/2020,20.00,37.00,17.00
469,13/04/2020,21.00,38.00,17.00
470,14/04/2020,23.00,38.00,15.00
471,15/04/2020,22.00,35.00,13.00
472,16/04/2020,26.00,36.00,10.00
473,17/04/2020,23.00,37.00,14.00
474,18/04/2020,25.00,37.00,12.00
475,19/04/2020,22.00,36.00,14.00
476,20/04/2020,23.00,36.00,13.00
477,21/04/2020,21.00,38.00,17.00
478,22/04/2020,23.00,39.00,16.00
479,23/04/2020,22.00,37.00,15.00
480,24/04/2020,22.00,38.00,16.00
481,25/04/2020,23.00,39.00,16.00
482,26/04/2020,23.00,33.00,10.00
483,27/04/2020,21.00,35.00,14.00
484,28/04/2020,21.00,36.00,15.00
485,29/04/2020,25.00,38.00,13.00
486,30/04/2020,25.00,34.00,9.00
487,01/05/2020,22.00,34.00,12.00
488,02/05/2020,23.00,35.00,12.00
489,03/05/2020,24.00,37.00,13.00
490,04/05/2020,25.00,38.00,13.00
491,05/05/2020,22.00,34.00,12.00
492,06/05/2020,21.00,35.00,14.00
493,07/05/2020,23.00,34.00,11.00
494,08/05/2020,22.00,35.00,13.00
495,09/05/2020,22.00,36.00,14.00
496,10/05/2020,25.00,33.00,8.00
497,11/05/2020,24.00,33.00,9.00
498,12/05/2020,23.00,35.00,12.00
499,13/05/2020,24.00,38.00,14.00
500,14/05/2020,21.00,34.00,13.00
501,15/05/2020,23.00,36.00,13.00
502,16/05/2020,24.00,37.00,13.00
503,17/05/2020,24.00,37.00,13.00
504,18/05/2020,22.00,36.00,14.00
505,19/05/2020,24.00,37.00,13.00
506,20/05/2020,22.00,36.00,14.00
507,21/05/2020,22.00,36.00,14.00
508,22/05/2020,24.00,34.00,10.00
509,23/05/2020,24.00,37.00,13.00
510,24/05/2020,23.00,37.00,14.00
511,25/05/2020,22.00,37.00,15.00
512,26/05/2020,33.00,33.00,0.00
513,01/01/2019,15.00,30.00,15.00
514,02/01/2019,16.00,33.00,17.00
515,03/01/2019,16.00,33.00,17.00
516,04/01/2019,19.00,30.00,11.00
517,05/01/2019,17.00,30.00,13.00
518,06/01/2019,16.00,28.00,12.00
519,07/01/2019,16.00,30.00,14.00
520,08/01/2019,16.00,28.00,12.00
521,09/01/2019,20.00,25.00,5.00
522,10/01/2019,20.00,26.00,6.00
523,11/01/2019,14.00,23.00,9.00
524,12/01/2019,15.00,32.00,17.00
525,13/01/2019,17.00,29.00,12.00
526,14/01/2019,14.00,28.00,14.00
527,15/01/2019,17.00,27.00,10.00
528,16/01/2019,19.00,30.00,11.00
529,17/01/2019,16.00,29.00,13.00
530,18/01/2019,14.00,30.00,16.00
531,19/01/2019,13.00,34.00,21.00
532,20/01/2019,19.00,27.00,8.00
533,21/01/2019,13.00,27.00,14.00
534,22/01/2019,9.00,32.00,23.00
535,23/01/2019,12.00,34.00,22.00
536,24/01/2019,20.00,26.00,6.00
537,25/01/2019,16.00,26.00,10.00
538,26/01/2019,17.00,30.00,13.00
539,27/01/2019,15.00,28.00,13.00
540,28/01/2019,12.00,31.00,19.00
541,29/01/2019,13.00,32.00,19.00
542,30/01/2019,15.00,30.00,15.00
543,31/01/2019,14.00,31.00,17.00
544,01/02/2019,15.00,33.00,18.00
545,02/02/2019,17.00,32.00,15.00
546,03/02/2019,17.00,33.00,16.00
547,04/02/2019,19.00,34.00,15.00
548,05/02/2019,20.00,34.00,14.00
549,06/02/2019,19.00,34.00,15.00
550,07/02/2019,17.00,35.00,18.00
551,08/02/2019,18.00,31.00,13.00
552,09/02/2019,21.00,28.00,7.00
553,10/02/2019,18.00,30.00,12.00
554,11/02/2019,13.00,32.00,19.00
555,12/02/2019,15.00,34.00,19.00
556,13/02/2019,20.00,26.00,6.00
557,14/02/2019,13.00,32.00,19.00
558,15/02/2019,15.00,36.00,21.00
559,16/02/2019,15.00,37.00,22.00
560,17/02/2019,17.00,35.00,18.00
561,18/02/2019,14.00,36.00,22.00
562,19/02/2019,20.00,35.00,15.00
563,20/02/2019,15.00,35.00,20.00
564,21/02/2019,17.00,35.00,18.00
565,22/02/2019,19.00,36.00,17.00
566,23/02/2019,18.00,37.00,19.00
567,24/02/2019,17.00,36.00,19.00
568,25/02/2019,21.00,30.00,9.00
569,26/02/2019,15.00,35.00,20.00
570,27/02/2019,16.00,34.00,18.00
571,28/02/2019,17.00,34.00,17.00
572,01/03/2019,17.00,35.00,18.00
573,02/03/2019,20.00,35.00,15.00
574,03/03/2019,19.00,36.00,17.00
575,04/03/2019,18.00,35.00,17.00
576,05/03/2019,22.00,28.00,6.00
577,06/03/2019,19.00,27.00,8.00
578,07/03/2019,17.00,33.00,16.00
579,08/03/2019,15.00,36.00,21.00
580,09/03/2019,16.00,37.00,21.00
581,10/03/2019,18.00,38.00,20.00
582,11/03/2019,20.00,36.00,16.00
583,12/03/2019,19.00,35.00,16.00
584,13/03/2019,18.00,36.00,18.00
585,14/03/2019,19.00,36.00,17.00
586,15/03/2019,20.00,35.00,15.00
587,16/03/2019,22.00,27.00,5.00
588,17/03/2019,18.00,27.00,9.00
589,18/03/2019,20.00,29.00,9.00
590,19/03/2019,19.00,29.00,10.00
591,20/03/2019,20.00,29.00,9.00
592,21/03/2019,20.00,31.00,11.00
593,22/03/2019,20.00,31.00,11.00
594,23/03/2019,17.00,35.00,18.00
595,24/03/2019,18.00,35.00,17.00
596,25/03/2019,16.00,36.00,20.00
597,26/03/2019,20.00,32.00,12.00
598,27/03/2019,22.00,33.00,11.00
599,28/03/2019,20.00,29.00,9.00
600,29/03/2019,16.00,35.00,19.00
601,30/03/2019,16.00,36.00,20.00
602,31/03/2019,18.00,36.00,18.00
603,01/04/2019,21.00,31.00,10.00
604,02/04/2019,21.00,29.00,8.00
605,03/04/2019,16.00,35.00,19.00
606,04/04/2019,20.00,36.00,16.00
607,05/04/2019,22.00,37.00,15.00
608,06/04/2019,20.00,36.00,16.00
609,07/04/2019,18.00,37.00,19.00
610,08/04/2019,18.00,35.00,17.00
611,09/04/2019,24.00,33.00,9.00
612,10/04/2019,17.00,36.00,19.00
613,11/04/2019,18.00,37.00,19.00
614,12/04/2019,16.00,37.00,21.00
615,13/04/2019,19.00,36.00,17.00
616,14/04/2019,18.00,35.00,17.00
617,15/04/2019,21.00,32.00,11.00
618,16/04/2019,19.00,36.00,17.00
619,17/04/2019,21.00,37.00,16.00
620,18/04/2019,19.00,35.00,16.00
621,19/04/2019,24.00,31.00,7.00
622,20/04/2019,17.00,32.00,15.00
623,21/04/2019,16.00,36.00,20.00
624,22/04/2019,17.00,37.00,20.00
625,23/04/2019,19.00,37.00,18.00
626,24/04/2019,21.00,38.00,17.00
627,25/04/2019,19.00,37.00,18.00
628,26/04/2019,25.00,32.00,7.00
629,27/04/2019,24.00,33.00,9.00
630,28/04/2019,22.00,38.00,16.00
631,29/04/2019,22.00,39.00,17.00
632,30/04/2019,21.00,37.00,16.00
633,01/05/2019,24.00,38.00,14.00
634,02/05/2019,25.00,37.00,12.00
635,03/05/2019,23.00,37.00,14.00
636,04/05/2019,22.00,38.00,16.00
637,05/05/2019,22.00,37.00,15.00
638,06/05/2019,21.00,37.00,16.00
639,07/05/2019,23.00,39.00,16.00
640,08/05/2019,22.00,37.00,15.00
641,09/05/2019,23.00,37.00,14.00
642,10/05/2019,23.00,37.00,14.00
643,11/05/2019,23.00,38.00,15.00
644,12/05/2019,22.00,37.00,15.00
645,13/05/2019,22.00,38.00,16.00
646,14/05/2019,25.00,37.00,12.00
647,15/05/2019,25.00,35.00,10.00
648,16/05/2019,26.00,36.00,10.00
649,17/05/2019,20.00,33.00,13.00
650,18/05/2019,21.00,34.00,13.00
651,19/05/2019,21.00,36.00,15.00
652,20/05/2019,20.00,35.00,15.00
653,21/05/2019,21.00,35.00,14.00
654,22/05/2019,23.00,35.00,12.00
655,23/05/2019,23.00,37.00,14.00
656,24/05/2019,22.00,35.00,13.00
657,25/05/2019,21.00,35.00,14.00
658,26/05/2019,23.00,35.00,12.00
659,27/05/2019,21.00,34.00,13.00
660,28/05/2019,21.00,33.00,12.00
661,29/05/2019,22.00,34.00,12.00
662,30/05/2019,22.00,30.00,8.00
663,31/05/2019,22.00,29.00,7.00
664,01/06/2019,22.00,26.00,4.00
665,02/06/2019,22.00,28.00,6.00
666,03/06/2019,23.00,32.00,9.00
